STATE,STCNTY,COUNTYNAME,POP19,TAXFILERS,NUMDEP,NUMELDER,INCOME,NUMFARM,INCTAX,TEMPERATURE
TN,TN Humphreys County,Humphreys County,18582,8010,5060,2220,418158000,620,35086000,58.23419903
TN,TN Jackson County,Jackson County,11786,3630,2090,980,152906000,350,9983000,57.90818531
TN,TN Jefferson County,Jefferson County,54495,23730,13700,6340,1265245000,730,109135000,57.63617482
TN,TN Johnson County,Johnson County,17788,6490,3750,1960,305102000,320,23916000,50.37616535
TN,TN Knox County,Knox County,470313,208390,116100,51090,15586877000,970,1948663000,56.18182953
TN,TN Lake County,Lake County,7016,2090,1480,590,81734000,40,5481000,58.00069447
TN,TN Lauderdale County,Lauderdale County,25633,9910,7290,2270,446624000,360,32787000,60.04108181
TN,TN Lawrence County,Lawrence County,44142,18070,12100,4420,857055000,1270,62314000,58.89840233
TN,TN Lewis County,Lewis County,12268,4210,2800,1130,195855000,150,14090000,58.0892809
TN,TN Lincoln County,Lincoln County,34366,15640,9570,4330,804530000,1520,64963000,60.30511887
TN,TN Loudon County,Loudon County,54068,28180,14200,10160,1960303000,660,203079000,59.51235897
TN,TN Macon County,Macon County,24602,7950,5660,1680,353593000,710,23646000,58.53811699
TN,TN Madison County,Madison County,97984,41850,27890,10270,2288987000,540,225131000,60.19407115
TN,TN Marion County,Marion County,28907,11460,7260,2830,568124000,250,45014000,57.28248054
TN,TN Marshall County,Marshall County,34375,15230,9390,3400,779454000,810,61246000,58.0219673
TN,TN Maury County,Maury County,96387,35610,21630,8900,2019575000,1240,187990000,57.95832591
TN,TN McMinn County,McMinn County,53794,20870,12690,5410,1023666000,720,80715000,58.74611448
TN,TN McNairy County,McNairy County,25694,11080,7430,2880,504984000,550,35359000,60.58078912
TN,TN Meigs County,Meigs County,12422,5070,3000,1410,259508000,240,21218000,58.67629189
TN,TN Monroe County,Monroe County,46545,18980,11680,5240,974299000,640,79911000,58.84350531
TN,TN Montgomery County,Montgomery County,208993,88290,63380,14430,4566059000,770,371697000,59.30713143
TN,TN Moore County,Moore County,6488,1460,820,460,85678000,150,7328000,58.8530163
TN,TN Morgan County,Morgan County,21403,5220,3680,1290,240549000,290,16192000,56.85236091
TN,TN Obion County,Obion County,30069,12580,7810,3470,598661000,420,46120000,57.8922042
TN,TN Overton County,Overton County,22241,7740,4720,2040,347072000,830,24997000,56.89215596
TN,TN Perry County,Perry County,8076,3070,2000,830,140031000,200,10869000,58.0892809
TN,TN Pickett County,Pickett County,5048,2060,1080,670,95902000,290,7892000,56.30712698
TN,TN Polk County,Polk County,16832,7030,4180,1790,322823000,210,23013000,58.325809
TN,TN Putnam County,Putnam County,80245,36420,21500,8970,2013204000,1330,197048000,56.88719776
TN,TN Rhea County,Rhea County,33167,14520,9740,3760,710926000,430,56091000,58.23023792
TN,TN Roane County,Roane County,53382,23220,13150,6970,1277630000,430,111092000,59.51235897
TN,TN Robertson County,Robertson County,71813,32900,21730,7250,1861044000,970,156851000,57.77417465
TN,TN Rutherford County,Rutherford County,332285,147690,96810,26020,8805432000,1410,812615000,58.58809925
TN,TN Scott County,Scott County,22068,8380,6420,1580,349061000,220,22425000,55.40464744
TN,TN Sequatchie County,Sequatchie County,15026,4960,3170,1330,255615000,190,22129000,58.97084783
TN,TN Sevier County,Sevier County,98250,46020,24350,12190,2339979000,500,208036000,54.99710326
TN,TN Shelby County,Shelby County,937166,420150,305320,88720,28030639000,1140,3477527000,60.54401657
TN,TN Smith County,Smith County,20157,8070,5140,1910,424249000,710,33760000,58.36056976
TN,TN Stewart County,Stewart County,13715,5840,3540,1590,283802000,330,20388000,59.35790735
TN,TN Sullivan County,Sullivan County,158348,71120,37920,20680,4130026000,970,420131000,56.87772259
TN,TN Sumner County,Sumner County,191283,81280,51240,19240,5797834000,1440,648949000,58.60260941
TN,TN Tipton County,Tipton County,61599,25880,18230,5980,1418675000,470,117085000,59.64863158
TN,TN Trousdale County,Trousdale County,11284,3300,2160,710,157113000,210,11691000,58.63775
TN,TN Unicoi County,Unicoi County,17883,7340,3910,2160,344931000,90,27110000,56.34374247
TN,TN Union County,Union County,19972,6180,4240,1420,282828000,280,19830000,55.9619379
TN,TN Van Buren County,Van Buren County,5872,1540,1160,410,64797000,160,3780000,59.00821408
TN,TN Warren County,Warren County,41277,17190,11830,4040,773232000,1120,55874000,60.06042623
TN,TN Washington County,Washington County,129375,60420,31290,15970,3655382000,1340,392088000,56.53119767
TN,TN Wayne County,Wayne County,16673,5770,3670,1440,259718000,590,19148000,58.0892809
TN,TN Weakley County,Weakley County,33328,11990,7250,3150,588405000,520,45792000,52.34889259
TN,TN White County,White County,27345,11730,7310,3060,519281000,780,36040000,59.00821408
TN,TN Williamson County,Williamson County,238412,124110,90340,30680,17317770000,1450,2805861000,58.4565658
TN,TN Wilson County,Wilson County,144657,62780,39250,14940,4585772000,1360,490729000,58.7218017
TX,TX Anderson County,Anderson County,57735,19070,13280,4970,981205000,1400,81230000,65.58217925
TX,TX Andrews County,Andrews County,18705,7560,6840,1270,621428000,150,71491000,61.57319328
TX,TX Angelina County,Angelina County,86715,34780,25830,8030,1832292000,990,168040000,66.69647109
TX,TX Aransas County,Aransas County,23510,7170,3580,2760,511548000,120,62546000,71.81007385
TX,TX Archer County,Archer County,8553,2550,1770,690,159193000,340,13918000,63.99703674
TX,TX Armstrong County,Armstrong County,1887,750,500,240,49680000,100,4445000,58.52140675
TX,TX Atascosa County,Atascosa County,51153,21080,16810,4410,1181080000,1190,114573000,70.41042418
TX,TX Austin County,Austin County,30032,13930,9050,3930,1006762000,1600,118604000,68.78876146
TX,TX Bailey County,Bailey County,7000,2580,2420,570,123599000,220,8983000,57.8476802
TX,TX Bandera County,Bandera County,23112,9750,4620,3830,681557000,440,70366000,65.81319159
TX,TX Bastrop County,Bastrop County,88723,39310,27640,9700,2274890000,1720,207075000,68.73522929
TX,TX Baylor County,Baylor County,3509,1420,930,490,88100000,180,6910000,64.40827298
TX,TX Bee County,Bee County,32565,8910,6940,1850,416327000,570,34270000,70.9038482
TX,TX Bell County,Bell County,362924,153170,117480,27120,7926871000,2010,666635000,68.05404399
TX,TX Bexar County,Bexar County,2003554,878410,609050,168540,56009992000,4110,6391241000,69.25376684
TX,TX Blanco County,Blanco County,11931,5060,2500,1940,421329000,520,50416000,65.74611765
TX,TX Borden County,Borden County,654,140,120,40,11024000,30,1281000,60.72290962
TX,TX Bosque County,Bosque County,18685,8020,4810,2720,484190000,890,47765000,67.00597656
TX,TX Bowie County,Bowie County,93245,38350,26640,9930,2252539000,1330,229222000,64.37107317
TX,TX Brazoria County,Brazoria County,374264,161260,124650,32880,12558685000,2610,1417956000,70.29259964
TX,TX Brazos County,Brazos County,229211,80820,53330,15000,5447999000,1690,613776000,68.04925715
TX,TX Brewster County,Brewster County,9203,3010,1510,900,166999000,50,15898000,65.16841728
TX,TX Briscoe County,Briscoe County,1546,550,370,210,28729000,120,2126000,59.9770406
TX,TX Brooks County,Brooks County,7093,2870,2460,640,102272000,260,6024000,73.4335062
TX,TX Brown County,Brown County,37864,15160,9940,4160,767369000,1260,60858000,65.37466125
TX,TX Burleson County,Burleson County,18443,7290,4460,2210,455818000,1030,49709000,68.1855549
TX,TX Burnet County,Burnet County,48155,18200,10760,6190,1313386000,900,152685000,67.59524469
TX,TX Caldwell County,Caldwell County,43664,18290,14470,3980,905471000,810,73606000,68.83884448
TX,TX Calhoun County,Calhoun County,21290,8310,6010,1950,473190000,260,43719000,69.85859281
TX,TX Callahan County,Callahan County,13943,5440,3380,1630,297536000,680,25190000,64.91117073
TX,TX Cameron County,Cameron County,423163,164460,156940,27610,6784440000,1370,507262000,74.69884498
TX,TX Camp County,Camp County,13094,5910,4460,1600,311444000,470,28002000,64.14758857
TX,TX Carson County,Carson County,5926,2370,1550,760,157304000,200,14098000,57.5023027
TX,TX Cass County,Cass County,30026,11320,7640,3370,573185000,860,46238000,64.99424054
TX,TX Castro County,Castro County,7530,2580,2450,610,151649000,260,13424000,57.00067428
TX,TX Chambers County,Chambers County,43837,16980,14020,3190,1432784000,560,162605000,59.55094277
TX,TX Cherokee County,Cherokee County,52646,16550,13210,4020,795786000,1060,63026000,65.67442763
TX,TX Childress County,Childress County,7306,2330,1620,660,119712000,210,9408000,62.03795451
TX,TX Clay County,Clay County,10471,3060,1820,950,180079000,450,14127000,63.38018237
TX,TX Cochran County,Cochran County,2853,1100,940,250,53417000,80,4027000,59.65312877
TX,TX Coke County,Coke County,3387,1320,760,460,77030000,250,6674000,64.48889643
TX,TX Coleman County,Coleman County,8175,2880,1680,1010,156529000,450,16244000,65.21047258
TX,TX Collin County,Collin County,1034730,405020,305130,77510,43000804000,2920,6015203000,64.85344636
TX,TX Collingsworth County,Collingsworth County,2920,1010,750,300,53733000,190,4403000,62.36269536
TX,TX Colorado County,Colorado County,21493,9080,5700,2790,593854000,1120,62765000,68.86309199
TX,TX Comal County,Comal County,156209,84100,50800,23700,7333939000,1270,920927000,67.45494643
TX,TX Comanche County,Comanche County,13635,5010,3390,1560,248421000,820,19014000,65.61081081
TX,TX Concho County,Concho County,2726,790,510,280,41169000,120,3355000,65.59940496
TX,TX Cooke County,Cooke County,41257,16260,11580,4220,1077073000,1370,110821000,63.38000849
TX,TX Coryell County,Coryell County,75951,25570,18290,5720,1216046000,1180,86654000,67.248
TX,TX Cottle County,Cottle County,1398,540,340,200,22140000,90,1367000,62.11488322
TX,TX Crane County,Crane County,4797,1930,1740,340,132360000,30,12843000,66.86100731
TX,TX Crockett County,Crockett County,3464,1550,1100,400,107972000,150,12205000,63.02348658
TX,TX Crosby County,Crosby County,5737,2140,1690,540,95250000,130,6724000,60.69461995
TX,TX Culberson County,Culberson County,2171,0,0,0,0,0,0,62.64310663
TX,TX Dallam County,Dallam County,7287,4380,3530,890,295887000,280,30158000,55.61397998
TX,TX Dallas County,Dallas County,2635516,1186680,851670,202450,97114206000,3730,14135434000,63.14953988
TX,TX Dawson County,Dawson County,12728,4560,3700,1100,290956000,250,30753000,60.79679805
TX,TX Deaf Smith County,Deaf Smith County,18546,7660,7350,1450,362019000,340,28848000,57.46494823
TX,TX Delta County,Delta County,5331,1890,1320,580,91026000,310,6483000,64.61254902
TX,TX Denton County,Denton County,887207,393600,261620,70140,37039773000,3330,5132448000,63.47344046
TX,TX DeWitt County,DeWitt County,20160,6340,4200,1920,694329000,950,135694000,70.94476786
TX,TX Dickens County,Dickens County,2211,700,470,270,39628000,160,3117000,61.46325703
TX,TX Dimmit County,Dimmit County,10124,3930,3510,710,206109000,140,23266000,71.01629358
TX,TX Donley County,Donley County,3278,1320,730,450,56542000,190,4033000,61.53594709
TX,TX Duval County,Duval County,11157,3940,3410,810,172969000,390,13017000,72.16680134
TX,TX Eastland County,Eastland County,18360,7400,4710,2280,403590000,970,33375000,64.83236607
TX,TX Ector County,Ector County,166223,72520,58400,10840,5077690000,420,566583000,65.33663639
TX,TX Edwards County,Edwards County,1932,800,500,300,46012000,120,4044000,64.48783133
TX,TX El Paso County,El Paso County,839238,364250,299140,62200,16821727000,360,1402426000,62.69065324
TX,TX Ellis County,Ellis County,184826,84840,65270,17330,5660778000,1980,558149000,66.49628996
TX,TX Erath County,Erath County,42698,15260,9670,3540,889541000,1590,87446000,65.73721664
TX,TX Falls County,Falls County,17297,5280,3930,1350,228261000,650,15156000,67.2036588
TX,TX Fannin County,Fannin County,35514,13170,8840,3540,745794000,1390,63965000,62.80499398
TX,TX Fayette County,Fayette County,25346,11360,6260,4180,833038000,2020,96620000,69.00246638
TX,TX Fisher County,Fisher County,3830,1120,750,370,62160000,180,4944000,65.34291071
TX,TX Floyd County,Floyd County,5712,2310,1810,660,118953000,180,9220000,59.26730245
TX,TX Foard County,Foard County,1155,500,260,170,22368000,110,1622000,64.40827298
TX,TX Fort Bend County,Fort Bend County,811688,320990,265200,65460,31140525000,2080,4233980000,63.75930772
TX,TX Franklin County,Franklin County,10725,3400,2280,1040,211813000,290,21087000,64.59607671
TX,TX Freestone County,Freestone County,19717,7180,5100,2140,439148000,840,39226000,66.14337095
TX,TX Frio County,Frio County,20306,6430,5350,1290,320653000,340,30204000,69.68681433
TX,TX Gaines County,Gaines County,21492,7750,8170,1140,465903000,400,41556000,61.09965579
TX,TX Galveston County,Galveston County,342139,158710,107560,36860,12553100000,1280,1547910000,69.35761523
TX,TX Garza County,Garza County,6229,1730,1300,440,102725000,130,9653000,63.10236364
TX,TX Gillespie County,Gillespie County,26988,13250,6410,5320,1160155000,1770,151484000,66.30958155
TX,TX Glasscock County,Glasscock County,1409,500,370,120,83041000,110,16520000,63.42646154
TX,TX Goliad County,Goliad County,7658,2370,1500,740,165798000,450,19979000,70.89070089
TX,TX Gonzales County,Gonzales County,20837,9030,6730,2180,544748000,1050,60797000,68.93481132
TX,TX Gray County,Gray County,21886,7820,6270,1940,445645000,250,37900000,58.13796366
TX,TX Grayson County,Grayson County,136212,59140,38690,15560,3671834000,2590,365336000,63.4543642
TX,TX Gregg County,Gregg County,123945,62830,46200,14870,3821318000,1660,392246000,65.26933945
TX,TX Grimes County,Grimes County,28880,12260,8340,3270,722380000,1340,71526000,67.89228496
TX,TX Guadalupe County,Guadalupe County,166847,65220,45820,14360,4251109000,1590,409598000,68.96392136
TX,TX Hale County,Hale County,33406,12580,10460,2720,589245000,430,43039000,59.41706241
TX,TX Hall County,Hall County,2964,1030,700,300,40294000,100,2394000,61.49907852
TX,TX Hamilton County,Hamilton County,8461,3660,2230,1200,242909000,640,27640000,66.03321989
TX,TX Hansford County,Hansford County,5399,2270,1970,570,160848000,200,16468000,56.23530939
TX,TX Hardeman County,Hardeman County,3933,1570,990,490,75469000,160,5930000,62.38049961
TX,TX Hardin County,Hardin County,57602,23400,16420,5880,1637067000,680,166543000,68.43789227
TX,TX Harris County,Harris County,4713325,1997010,1500060,349890,1.58E+11,7990,21912989000,66.52759674
TX,TX Harrison County,Harrison County,66553,21720,16360,5240,1179992000,1230,105829000,65.12959319
TX,TX Hartley County,Hartley County,5576,410,400,80,22790000,60,1445000,58.26703804
TX,TX Haskell County,Haskell County,5658,1760,1110,590,91485000,200,7900000,64.25649315
TX,TX Hays County,Hays County,230191,105800,68510,21460,8060040000,1110,950284000,68.20955822
TX,TX Hemphill County,Hemphill County,3819,1530,1350,390,129371000,200,15080000,56.5636686
TX,TX Henderson County,Henderson County,82737,36150,23120,10730,1991884000,2050,187121000,65.86495282
TX,TX Hidalgo County,Hidalgo County,868707,302270,309160,41420,12598506000,3210,936009000,72.90389134
TX,TX Hill County,Hill County,36649,15010,10280,4200,806672000,1210,70437000,66.97702949
TX,TX Hockley County,Hockley County,23021,8720,6820,2010,535058000,350,50456000,59.72243204
TX,TX Hood County,Hood County,61643,27910,15580,10310,2217690000,1250,256956000,64.28670682
TX,TX Hopkins County,Hopkins County,37084,14860,10400,3780,787027000,1460,67919000,64.62396288
TX,TX Houston County,Houston County,22968,8100,5490,2590,431628000,1010,36487000,67.33024773
TX,TX Howard County,Howard County,36664,12390,9110,2750,906347000,290,114691000,62.68759258
TX,TX Hudspeth County,Hudspeth County,4886,630,640,110,19697000,30,891000,62.63180913
TX,TX Hunt County,Hunt County,98594,34550,24550,7890,1832378000,1960,156163000,64.21351004
TX,TX Hutchinson County,Hutchinson County,20938,8250,6030,2120,523250000,140,48538000,56.99550538
TX,TX Irion County,Irion County,1536,630,410,190,57345000,90,8140000,63.61826708
TX,TX Jack County,Jack County,8935,2950,2210,800,182909000,470,15978000,63.59557669
TX,TX Jackson County,Jackson County,14760,5620,4250,1450,337710000,520,30007000,69.20809913
TX,TX Jasper County,Jasper County,35529,13600,9430,3810,785924000,1150,71937000,67.30758301
TX,TX Jeff Davis County,Jeff Davis County,2274,950,390,400,60807000,40,6565000,59.30929508
TX,TX Jefferson County,Jefferson County,251565,100860,73580,22440,6279222000,880,668968000,68.87167849
TX,TX Jim Hogg County,Jim Hogg County,5200,1940,1780,440,81264000,190,5550000,75.21205505
TX,TX Jim Wells County,Jim Wells County,40482,15880,13340,3340,835230000,980,74130000,71.48762162
TX,TX Johnson County,Johnson County,175817,83120,61580,18380,5240328000,2390,492425000,65.84635405
TX,TX Jones County,Jones County,20083,5080,3940,1290,258581000,520,19093000,64.43756274
TX,TX Karnes County,Karnes County,15601,6140,4240,1740,687660000,1130,138170000,69.93140682
TX,TX Kaufman County,Kaufman County,136154,56940,46190,10770,3619867000,1860,333162000,65.15547882
TX,TX Kendall County,Kendall County,47431,21690,13420,7300,2846822000,850,457341000,66.20881093
TX,TX Kenedy County,Kenedy County,404,0,0,0,0,0,0,72.20785311
TX,TX Kent County,Kent County,762,240,190,90,14249000,50,1068000,62.41447788
TX,TX Kerr County,Kerr County,52600,23060,11390,9250,1603545000,650,183152000,65.48999182
TX,TX Kimble County,Kimble County,4337,1830,950,680,93248000,240,8139000,64.48783133
TX,TX King County,King County,272,0,0,0,0,0,0,62.40387079
TX,TX Kinney County,Kinney County,3667,0,0,0,0,0,0,70.71850847
TX,TX Kleberg County,Kleberg County,30680,12090,8840,2370,600350000,360,53266000,71.48762162
TX,TX Knox County,Knox County,3664,1340,1030,410,63410000,110,4364000,63.83128252
TX,TX La Salle County,La Salle County,7520,2010,1650,400,168860000,120,32367000,71.77391832
TX,TX Lamar County,Lamar County,49859,20210,13740,5050,1037125000,1650,89675000,64.70027987
TX,TX Lamb County,Lamb County,12893,5130,4210,1270,245896000,300,18739000,58.09868745
TX,TX Lampasas County,Lampasas County,21428,10110,6190,3160,643626000,840,65034000,66.33845045
TX,TX Lavaca County,Lavaca County,20154,10740,6960,3420,751049000,2290,89199000,70.77419211
TX,TX Lee County,Lee County,17239,7620,5080,2150,490942000,1400,48549000,67.83211788
TX,TX Leon County,Leon County,17404,7980,5160,2760,462026000,1280,39525000,66.21985883
TX,TX Liberty County,Liberty County,88219,30350,26870,5750,1771316000,1200,162540000,68.61826324
TX,TX Limestone County,Limestone County,23437,8760,6340,2400,443674000,890,35240000,66.36785304
TX,TX Lipscomb County,Lipscomb County,3233,1270,990,380,89226000,200,8289000,56.57689959
TX,TX Live Oak County,Live Oak County,12207,3530,2560,950,237359000,510,25893000,71.5475122
TX,TX Llano County,Llano County,21795,10900,4640,5010,1063717000,510,148142000,67.39675964
TX,TX Loving County,Loving County,169,0,0,0,0,0,0,64.27004878
TX,TX Lubbock County,Lubbock County,310569,127660,83780,26460,8099261000,1590,903792000,61.07067765
TX,TX Lynn County,Lynn County,5951,2370,1910,570,153164000,240,14938000,61.52426954
TX,TX Madison County,Madison County,14284,4940,3610,1260,251594000,660,18790000,67.80955493
TX,TX Marion County,Marion County,9854,4200,2440,1410,212511000,270,18582000,65.37535617
TX,TX Martin County,Martin County,5771,2420,2050,490,320365000,190,58717000,60.72290962
TX,TX Mason County,Mason County,4274,1710,1010,630,112179000,360,11553000,66.66439078
TX,TX Matagorda County,Matagorda County,36643,13320,10280,3230,769585000,490,71787000,69.87961327
TX,TX Maverick County,Maverick County,58722,21560,22460,3060,840647000,180,47235000,70.9418473
TX,TX McCulloch County,McCulloch County,7984,3240,2030,970,173513000,340,16332000,65.93202192
TX,TX McLennan County,McLennan County,256623,108200,75800,24530,6307846000,2940,634841000,67.30044561
TX,TX McMullen County,McMullen County,743,340,190,110,41293000,70,7070000,71.5475122
TX,TX Medina County,Medina County,51584,19110,13420,4920,1193783000,1520,117426000,68.56784521
TX,TX Menard County,Menard County,2138,790,440,300,41249000,110,4326000,64.96922819
TX,TX Midland County,Midland County,176832,71780,54120,11940,8216290000,910,1311438000,63.58034969
TX,TX Milam County,Milam County,24823,10000,6910,3000,538783000,1370,47153000,67.95315686
TX,TX Mills County,Mills County,4873,1870,1070,680,99450000,480,8109000,65.61081081
TX,TX Mitchell County,Mitchell County,8545,2740,2040,760,159676000,230,15197000,62.91464063
TX,TX Montague County,Montague County,19818,8940,5540,2810,540214000,1330,48670000,63.38018237
TX,TX Montgomery County,Montgomery County,607391,248720,186530,55700,25495750000,2400,3763937000,68.51628378
TX,TX Moore County,Moore County,20940,9250,8100,1590,476208000,200,35433000,57.2614013
TX,TX Morris County,Morris County,12388,5310,3680,1520,242647000,520,18993000,65.57271099
TX,TX Motley County,Motley County,1200,400,240,160,17963000,70,1170000,61.8275623
TX,TX Nacogdoches County,Nacogdoches County,65204,24250,17120,5830,1286419000,1160,120742000,66.40843563
TX,TX Navarro County,Navarro County,50113,19980,16090,4490,987787000,1360,81658000,66.38143184
TX,TX Newton County,Newton County,13595,3460,2590,930,169269000,340,12809000,67.2474899
TX,TX Nolan County,Nolan County,14714,6220,4600,1700,338278000,380,30355000,64.21796492
TX,TX Nueces County,Nueces County,362294,149320,104340,31880,8813564000,1860,911318000,71.76890973
TX,TX Ochiltree County,Ochiltree County,9836,4070,3980,800,280135000,210,29243000,56.62982353
TX,TX Oldham County,Oldham County,2112,850,560,250,51778000,150,4634000,57.93252246
TX,TX Orange County,Orange County,83396,34540,24550,8060,2142118000,700,199609000,67.43235359
TX,TX Palo Pinto County,Palo Pinto County,29189,11540,7690,3090,635861000,750,60270000,64.13958377
TX,TX Panola County,Panola County,23194,9230,6650,2610,561929000,850,51742000,65.17891568
TX,TX Parker County,Parker County,142878,57080,39380,14580,5053187000,3220,627715000,63.84386079
TX,TX Parmer County,Parmer County,9605,3710,3360,860,188768000,300,13473000,56.97608605
TX,TX Pecos County,Pecos County,15823,5180,4000,1040,316144000,120,33497000,66.83135322
TX,TX Polk County,Polk County,51353,17030,11420,4920,913585000,700,85155000,67.14007486
TX,TX Potter County,Potter County,117415,47670,36640,9720,2339185000,340,207521000,58.89243666
TX,TX Presidio County,Presidio County,6704,1170,680,340,79231000,40,11663000,67.44088783
TX,TX Rains County,Rains County,12514,4340,2630,1510,256248000,430,23913000,64.86978274
TX,TX Randall County,Randall County,137713,60640,37490,14790,4557221000,1120,538031000,58.91962791
TX,TX Reagan County,Reagan County,3849,1600,1430,270,134126000,90,14265000,63.42646154
TX,TX Real County,Real County,3452,1460,790,620,78788000,90,7181000,64.48783133
TX,TX Red River County,Red River County,12023,5070,3210,1520,242789000,840,18953000,64.41235609
TX,TX Reeves County,Reeves County,15976,5360,4350,960,370086000,140,47247000,64.27004878
TX,TX Refugio County,Refugio County,6948,3010,2000,850,165000000,180,14366000,71.59375908
TX,TX Roberts County,Roberts County,854,330,230,100,24237000,50,2485000,57.5023027
TX,TX Robertson County,Robertson County,17074,6590,4920,1720,346251000,1040,28188000,67.7152109
TX,TX Rockwall County,Rockwall County,104915,47100,36750,10370,4739278000,800,627477000,64.71212973
TX,TX Runnels County,Runnels County,10264,4600,3060,1290,238211000,650,18931000,65.25405718
TX,TX Rusk County,Rusk County,54406,15960,12240,3960,872578000,1210,76491000,65.10661344
TX,TX Sabine County,Sabine County,10542,4100,2380,1540,249298000,260,21786000,66.72957317
TX,TX San Augustine County,San Augustine County,8237,2980,1970,980,136049000,250,10390000,66.20086159
TX,TX San Jacinto County,San Jacinto County,28859,14010,10540,3610,777696000,620,68014000,67.22737243
TX,TX San Patricio County,San Patricio County,66730,30630,23140,6630,1786504000,750,172468000,71.7384178
TX,TX San Saba County,San Saba County,6055,2230,1460,730,121761000,410,11733000,66.05729802
TX,TX Schleicher County,Schleicher County,2793,1050,750,300,61024000,160,5318000,63.81007263
TX,TX Scurry County,Scurry County,16703,6200,4910,1490,408498000,440,42424000,62.43566867
TX,TX Shackelford County,Shackelford County,3265,1270,850,410,92231000,150,9544000,64.77245262
TX,TX Shelby County,Shelby County,25274,10240,8470,2430,557921000,980,50176000,65.67215
TX,TX Sherman County,Sherman County,3022,940,840,210,56289000,90,4561000,27.81181493
TX,TX Smith County,Smith County,232751,100290,68810,25590,6676753000,2650,757994000,66.7967571
TX,TX Somervell County,Somervell County,9128,3660,2540,1070,257191000,250,25552000,65.97532958
TX,TX Starr County,Starr County,64633,23620,25000,2850,847086000,1120,43720000,75.26783362
TX,TX Stephens County,Stephens County,9366,3270,2270,960,175105000,240,16475000,64.5959521
TX,TX Sterling County,Sterling County,1291,570,470,130,52560000,70,7521000,63.81007263
TX,TX Stonewall County,Stonewall County,1350,490,340,180,27436000,100,2174000,63.48288525
TX,TX Sutton County,Sutton County,3776,1630,1170,470,130645000,170,15111000,64.48783133
TX,TX Swisher County,Swisher County,7397,2900,2320,820,149057000,360,12519000,57.5328274
TX,TX Tarrant County,Tarrant County,2102515,907740,652070,173080,69732088000,4160,8800768000,64.32023847
TX,TX Taylor County,Taylor County,138034,61340,40080,14340,3660642000,1820,368487000,64.47265672
TX,TX Terrell County,Terrell County,776,0,0,0,0,0,0,68.65542692
TX,TX Terry County,Terry County,12337,4390,3740,960,218124000,250,17470000,60.87068649
TX,TX Throckmorton County,Throckmorton County,1501,590,330,190,39371000,110,4723000,64.6148433
TX,TX Titus County,Titus County,32750,12320,10960,2400,597989000,700,47205000,64.2372862
TX,TX Tom Green County,Tom Green County,119200,49920,31740,11990,3084117000,1380,326061000,64.231092
TX,TX Travis County,Travis County,1273954,576290,306230,94940,62842096000,2390,9921420000,66.22777271
TX,TX Trinity County,Trinity County,14651,5600,3570,1880,261121000,460,20349000,67.3969788
TX,TX Tyler County,Tyler County,21672,7210,5030,2180,381772000,570,32052000,68.21406154
TX,TX Upshur County,Upshur County,41753,14660,10910,3810,811967000,1180,67335000,54.98903335
TX,TX Upton County,Upton County,3657,920,810,220,68242000,40,7819000,65.8150057
TX,TX Uvalde County,Uvalde County,26741,10430,8180,2260,506614000,440,44646000,68.5845895
TX,TX Val Verde County,Val Verde County,49025,19570,17700,3500,905756000,220,64301000,70.66691212
TX,TX Van Zandt County,Van Zandt County,56590,22260,15550,6120,1272712000,2200,116270000,64.88334645
TX,TX Victoria County,Victoria County,92084,38390,26350,9360,2420240000,1550,260597000,70.96161158
TX,TX Walker County,Walker County,72971,23000,13600,5650,1234069000,1020,116175000,67.82315319
TX,TX Waller County,Waller County,55246,17750,14120,3650,1119536000,1080,117142000,68.61231252
TX,TX Ward County,Ward County,11998,4510,3590,840,369901000,80,48591000,65.91358618
TX,TX Washington County,Washington County,35882,15210,9090,4870,1071702000,1860,119258000,68.47280112
TX,TX Webb County,Webb County,276652,111800,114960,16090,4823131000,800,374549000,74.88352022
TX,TX Wharton County,Wharton County,41556,18280,13650,4480,1049748000,1320,102038000,69.34055131
TX,TX Wheeler County,Wheeler County,5056,2040,1480,630,126986000,300,11301000,59.09145509
TX,TX Wichita County,Wichita County,132230,55760,34820,14070,3308233000,950,324488000,64.40827298
TX,TX Wilbarger County,Wilbarger County,12769,5010,3440,1240,236344000,260,17322000,63.94133099
TX,TX Willacy County,Willacy County,21358,6150,5840,1170,222637000,200,13834000,73.81346479
TX,TX Williamson County,Williamson County,590551,272450,188540,55790,23510716000,2930,2803807000,65.48206482
TX,TX Wilson County,Wilson County,51070,18450,12980,4510,1328494000,1610,142442000,69.66570909
TX,TX Winkler County,Winkler County,8010,2850,2410,480,199836000,40,23550000,62.92162103
TX,TX Wise County,Wise County,69984,28180,20240,6700,1929582000,2510,191476000,64.15204114
TX,TX Wood County,Wood County,45539,19860,11240,7440,1113976000,1420,99041000,65.23016305
TX,TX Yoakum County,Yoakum County,8713,3720,3580,690,256151000,160,24990000,60.86028724
TX,TX Young County,Young County,18010,7600,5260,2330,539780000,710,61654000,63.99572685
TX,TX Zapata County,Zapata County,14179,4980,5290,850,178643000,640,10078000,75.10254344
TX,TX Zavala County,Zavala County,11840,3550,3420,680,130269000,40,8724000,70.56031149
UT,UT Beaver County,Beaver County,6710,2400,2310,590,122678000,190,7868000,50.00931486
UT,UT Box Elder County,Box Elder County,56046,22450,19390,5080,1350674000,750,103224000,49.54159068
UT,UT Cache County,Cache County,128289,48590,41120,8980,3099006000,860,264203000,48.37641435
